No;NPSN;satuan_pen;Alamat;Kelurahan;Status;Kabupaten;Kecamatan;Bentuk Pendidikan;cek akreditasi;habis masa berlaku;cek sasaran 2025;latitude;longitude;Paket A;Paket B;Paket C
83758;20557255;TK AL HIDAYAH TLUMPU;Jl. Widuri No 104;Tlumpu;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83759;69749730;RA RAHAYU;JL. TANJUNG NO.189 KEL. BLITAR KOTA BLITAR;Blitar;SWASTA;Kota Blitar;Kec. Sukorejo;RA;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83760;69763177;KB BINTANG FAJAR;JL Kelengkeng No. 14;Karangsari;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83761;69908247;SPS PUSPASARI;Jl.Kuweni No 1;Karangsari;SWASTA;Kota Blitar;Kec. Sukorejo;SPS;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83762;20535150;UPT Satuan Pendidikan SDN 1 Karangsari;Jl. Cemara No.183;Karangsari;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83763;20556046;TK AL HIDAYAH VI WAHID HASYIM;JL. Pandan Laras No. 15;Tanjungsari;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83764;69967599;KB BIYUNG EMBAN;Jl Joko Kandung No.18 Rt 03 Rw 04 Kelurahan Blitar Kecamatan Sukorejo Kota Blita;Blitar;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2022;31 Desember 2027;;-7.69374125467;112.73103451200;-;-;-
83765;69908249;SPS TP BLIMBING;Jl. Rambutan No.86;Karangsari;SWASTA;Kota Blitar;Kec. Sukorejo;SPS;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83766;20548810;UPT Satuan Pendidikan SDN 1 Pakunden;Jl. Bogowonto 48 A;Pakunden;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83767;20556052;TK AL HIDAYAH VIII DARUSSALAM;JL. KALI PORONG No. 163;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83768;69763182;KB DARUSSALAM;JL. Tanjung RT. 004 RW. 007;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83769;20535063;UPT Satuan Pendidikan SDN 1 Sukorejo;Jl. Manggar No.57;Sukorejo;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83770;20566049;TK AL HIDAYAH XXI JAUSENAN;Jl Kali Proyo No.06;Tanjungsari;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83771;69763176;KB DHARMA WANITA;JL. BENGAWAN SOLO NO. 64;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83772;20537435;UPT Satuan Pendidikan SDN 1 Tanjungsari;Jl. Kampar 25;Tanjungsari;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83773;20555863;TK AL-HIDAYAH XXII BLITAR;JL. Rayung Wulan No. 03;Blitar;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83774;69763186;KB HARAPAN BANGSA;Jl. Kali Lesti Rt. 01 Rw.06;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83775;20535070;UPT Satuan Pendidikan SDN 1 Turi;Jl. Beringin 322;Turi;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83776;69908234;TK AL-HIDAYAH XXV AL HIKMAH DIMORO;Jl. Soka Rt. 02 Rw. 01;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83777;69906630;KB HARAPAN BUNDA;Jl. Cepaka No. 24;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;KB;#N/A;#N/A;Lembaga Aktif;-7.69374125467;112.73103451200;-;-;-
83778;20535151;UPT Satuan Pendidikan SDN 2 Karangsari;Jl. Randu Agung No. 9;Karangsari;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83779;20555869;TK DHARMA WANITA TANJUNGSARI;Jl. Mahakam No. 141;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83780;70005265;KB ISLAM AL AZHAR 67;Jl. Tanjung No. 204;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83781;20535139;UPT Satuan Pendidikan SDN 2 Pakunden;Jl. Tanjung 107;Pakunden;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83782;20556048;TK HARAPAN BANGSA;Jl. Kali Lesti Rt. 01 Rw. 06 Pakunden;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83783;69763173;KB ISLAM BEN TAQWA;JL. JATI Gg XII;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2022;31 Desember 2027;;-7.69374125467;112.73103451200;-;-;-
83784;20535064;UPT Satuan Pendidikan SDN 2 Sukorejo;Jl. Kerantil No.50 B;Sukorejo;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83785;69763181;KB MAL AABUS SIBYAN;JL. Asahan No 72;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83786;70005142;TK ISLAM AL AZHAR 67;JL. Tanjung No. 204;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2024;31 Desember 2029;;-7.69374125467;112.73103451200;-;-;-
83787;20537434;UPT Satuan Pendidikan SDN 2 Tanjungsari;Jl. Mahakam No.135;Tanjungsari;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83788;20556051;TK ISLAM BEN TAQWA;JL. Jati Gg XII;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83789;69763175;KB RAHAYU;Jl. Bogowonto Rt. 03 Rw. 06 Pakunden Sukorejo Kota Blitar;Pakunden;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83790;20535058;UPT Satuan Pendidikan SDN 2 Turi;Jl. Randu Agung No.54 A;Sukorejo;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83791;20556047;TK K YOS SUDARSO;JL. Cepaka No. 08;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2021;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83792;69766043;KB SAYANG BUNDA;JL.Kali Gunting No 16 RT.003 RW.003;Tanjungsari;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83793;20535152;UPT Satuan Pendidikan SDN 3 Karangsari;Jl. Mangga No. 63;Karangsari;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83794;20555868;TK PKK 1 SUKOREJO;JL. Galunggung No.13;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83795;70015089;KB TAAM AL-HUDA;JL. Kalimas No.100 Kelurahan Tanjungsari Kecamatan Sukorejo Kota Blitar;Tanjungsari;SWASTA;Kota Blitar;Kec. Sukorejo;KB;#N/A;#N/A;Lembaga Aktif;-7.69374125467;112.73103451200;-;-;-
83796;20535065;UPT Satuan Pendidikan SDN 3 Sukorejo;Jl. Mawar No. 40;Sukorejo;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83797;20555865;TK PKK 2 SUKOREJO;JL. CEPAKA NO. 24;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83798;69766042;KB YOS SUDARSO;JL Cepaka No.8;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;KB;2023;31 Desember 2028;;-7.69374125467;112.73103451200;-;-;-
83799;20535114;UPT Satuan Pendidikan SDN Blitar;Jl. Joko Kandung No. 88;Blitar;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83800;20555866;TK PKK KELURAHAN TURI;JL.Beringin No. 322;Turi;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2019;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83801;20535069;UPT Satuan Pendidikan SDN Tlumpu;Jl. Cemara 309;Tlumpu;NEGERI;Kota Blitar;Kec. Sukorejo;SD;;;;-7.69374125467;112.73103451200;-;-;-
83802;20556074;TK TRISULA VII;JL. Manggar No. 59;Sukorejo;SWASTA;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83803;20555864;UPT Satuan Pendidikan TKN Blitar;JL. JOKO KANDUNG NO.90;Blitar;NEGERI;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83804;20555862;UPT Satuan Pendidikan TKN Karangsari;JL. Klengkeng 14 Blitar;Karangsari;NEGERI;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83805;20556040;UPT Satuan Pendidikan TKN Pakunden;JL. BENGAWAN SOLO;Pakunden;NEGERI;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83806;20555839;UPT Satuan Pendidikan TKN Pembina Kota Blitar;JL.MANINJAU BLOK D NOMER 17;Tanjungsari;NEGERI;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83807;20556050;UPT Satuan Pendidikan TKN Sukorejo;JL. Randu Agung;Sukorejo;NEGERI;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83808;20556058;UPT Satuan Pendidikan TKN Tlumpu;JL. WIDURI NO. 48;Tlumpu;NEGERI;Kota Blitar;Kec. Sukorejo;TK;2018;31 Desember 2026;;-7.69374125467;112.73103451200;-;-;-
83809;69770637;TK AISYIYAH BUSTANUL ATHFAL 10;DAHLIA RAYA NO. 2;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2019;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83810;69770507;KB ADZ-DZIKRA;JALAN MASJID AL-MUTTAQUN NO 5;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2021;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83811;69749695;RAUDHATUL ATHFAL DAQUKID`S;JL. IMAM BONJOL NO. 39 KEDIRI;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;RA;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83812;69912353;PAUD (TPA) ADZ - DZIKRA;Jl. Masjid al - Muttaqun No. 05;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TPA;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83813;K5663470;LKP Adi Wahana Informatika;Jl. Penanggungan No.14 Kediri Jawa Timur 64117;Pocanan;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83814;P2964162;PKBM AL AZHAR;Jl. Perintis Kemerdekaan No 145;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;PKBM;;;;-7.14524200888;112.52792195900;-;-;-
83815;20534423;SD ISLAM AL HUDA;Jl. Masjid Al Huda 196;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83816;20534362;SMP AIRLANGGA KEDIRI;Jl. Perintis Kemerdekaan 143;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83817;60720729;MADRASAH IBTIDAIYAH MIFTAHUL FALAAH;Jalan Kyai Ageng Usman Ali No. 113;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;MI;;;;-7.14524200888;112.52792195900;-;-;-
83818;69977804;MADRASAH TSANAWIYAH AL AMIEN;JL. NGASINAN RAYA NO. 18;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;MTs;;;;-7.14524200888;112.52792195900;-;-;-
83819;20534304;SMA KARTANEGARA KEDIRI;Jalan Ir. Sutami. No. 27. Kota Kediri;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83820;20570794;SMK AL-AMIEN;JL. NGASINAN RAYA;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83821;70027953;MADRASAH ALIYAH AL AMIEN;Jl. Ngasinan Raya Ngasinan Rejomulyo No 02;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;MA;;;;-7.14524200888;112.52792195900;-;-;-
83822;20540331;SLB C PUTERA ASIH;Jl. Medang Kamolan No. 1;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;SLB;;;;-7.14524200888;112.52792195900;-;-;-
83823;P2964162;PKBM AL AZHAR;Jl. Perintis Kemerdekaan No 145;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;PKBM;;;;-7.14524200888;112.52792195900;ya;ya;ya
83824;69885355;RAUDHATUL ATHFAL KUSUMA MULIA XII;SMAN 6 Rejomulyo;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;RA;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83825;69770514;KB AISYIYAH BUSTANUL ATHFAL 10;DAHLIA RAYA NO. 2 PERUMNAS NGRONGGO;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83826;69770647;TK AISYIYAH BUSTANUL ATHFAL III;SETONOGEDONG GG. IV NO. 47;Setono Gedong;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83827;69770744;TPA DIAN HATI;MAYOR BISMO 60;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;TPA;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83828;K5663508;LKP Bina Sukses Mandiri;Jl. Dr. Wahidin No. 35 Kediri. Jawa Timur 64123;Pakelan;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83829;P2965263;PKBM Bina Mandiri;Sunan Ampel I/83-B;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;PKBM;;;;-7.14524200888;112.52792195900;-;-;-
83830;69985433;SD ISLAM AL HUDA 2;Jl. Ngadisimo Utara I/59;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83831;20544362;SMP AL HUDA;Jl. Masjid Al-Huda 196 Kediri;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83832;60720727;MIN 1 KOTA KEDIRI;JL. MAYOR BISMO NO. 67 B;Semampir;NEGERI;Kota Kediri;Kec. Duduksampeyan;MI;;;;-7.14524200888;112.52792195900;-;-;-
83833;20583786;MADRASAH TSANAWIYAH MIFTAHUL FALAAH;JL. SERSAN SUHARMAJI GG. MASJID AL-FALAAH MANISRENGGO KOTA KEDIRI;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;MTs;;;;-7.14524200888;112.52792195900;-;-;-
83834;20534386;SMA NEGERI 4 KOTA KEDIRI;JL. SERSAN SUHARMAJI IX/52;Manisrenggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83835;20534394;SMK BRAWIJAYA 1 KEDIRI;JL. AHMAD YANI NO. 8 KEDIRI;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83836;20580041;MADRASAH ALIYAH AL HUDA;JL. MASJID AL HUDA 196;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;MA;;;;-7.14524200888;112.52792195900;-;-;-
83837;20540328;SLB-B PUTERA ASIH KEDIRI;Jl. Medang Kamolan No. 1;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;SLB;;;;-7.14524200888;112.52792195900;-;-;-
83838;P2965263;PKBM Bina Mandiri;Sunan Ampel I/83-B;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;PKBM;;;;-7.14524200888;112.52792195900;-;ya;ya
83839;69770633;TK AISYIYAH BUSTANUL ATHFAL IV;URIP SUMOHARDJO NO. 126;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83840;69749696;RAUDHATUL ATHFAL KUSUMA MULIA XIII;JL. SERSAN SUHARMAJI GG. VII NO. 113 RT/RW: 01/06;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;RA;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83841;69770512;KB AL-AZHAR;PERINTIS KEMERDEKAAN NO. 145;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83842;69907321;TPA INSAN MADANI;Jl. Karang Anyar II / 05 - 07 RT. / RW. 01/01;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TPA;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83843;K5663497;LKP Blue Corner English Course;Perum Permata Hijau Blok Q-4 Kota Kediri;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83844;P2970574;PKBM HOMESCHOOLING HSPG KEDIRI;Jln. Hasanuddin no. 08. Dandangan. Kediri;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;PKBM;;;;-7.14524200888;112.52792195900;-;-;-
83845;20534418;SD KATOLIK SANTA MARIA 1;Jl. Brawijaya 42;Pocanan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83846;20534359;SMP ISLAM YBWPI KEDIRI;Jl. Panglima Sudirman;Kampungdalem;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83847;60720728;MIS MAMBAUL ULUM;JL. SMAN 6 REJOMULYO KEDIRI;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;MI;;;;-7.14524200888;112.52792195900;-;-;-
83848;20583785;MTSN 2 KOTA KEDIRI;JL. SUNAN AMPEL 12;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;MTs;;;;-7.14524200888;112.52792195900;-;-;-
83849;20534384;SMA NEGERI 6 KOTA KEDIRI;JL. NGASINAN 52;Rejomulyo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83850;20573920;SMK CAHAYA SURYA;JL. PERINTIS KEMERDEKAAN NO.36 A;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83851;20580044;MAN 1 KOTA KEDIRI;JL. SUNAN AMPEL NGRONGGO;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;MA;;;;-7.14524200888;112.52792195900;-;-;-
83852;P2970574;PKBM HOMESCHOOLING HSPG KEDIRI;Jln. Hasanuddin no. 08. Dandangan. Kediri;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;PKBM;;;;-7.14524200888;112.52792195900;ya;ya;ya
83853;69749697;RAUDHATUL ATHFAL NURUL FAIZAH;JL. SUMBER JIPUT NO. 13 RT 01 RW 01 REJOMULYO KOTA KEDIRI;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;RA;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83854;69770526;KB AN-NISAK;SRIWIJAYA NO. 80;Jagalan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83855;69770642;TK AISYIYAH BUSTANUL ATHFAL V;PANGLIMA SUDIRMAN KAUMAN VII / 1;Kampungdalem;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83856;K5663510;LKP Casandra;Jln. Banjaran GG CARIK NO 81 Kota Kediri Jawa Timur;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83857;20534417;SD KATOLIK SANTO YOSEF;Jl. Hasanudin No. 35;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83858;20534356;SMP KATOLIK SANTA MARIA KEDIRI;Jl. Brawijaya 63 Kediri;Pakelan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83859;20534382;SMA NEGERI 8 KOTA KEDIRI;JL. PAHLAWAN KUSUMA BANGSA 77;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83860;20534401;SMK KARTANEGARA KEDIRI;Jl. Ir. Sutami 27 Kediri;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83861;20580045;MAN 2 Kota Kediri;JL. LETJEN SUPRAPTO 58;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;MA;;;;-7.14524200888;112.52792195900;-;-;-
83862;69770661;TK AISYIYAH BUSTANUL ATHFAL VII;NGADISIMO GG. I BT NO. 83;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2021;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83863;69770506;KB ASYIFA JAYA GS KEL. MANISRENGGO;KEBANGKITAN NO. 1B;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83864;K5663482;LKP Elvita;Jl. KH.Hasyim Ashary Gg.Mawar No.32 Banjarmlati Mojokerto Jawa Timur 64119;Jagalan;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83865;20534415;SD KRISTEN PETRA;Jl. Medang Kamulan No. 37;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83866;20534355;SMP KRISTEN PETRA KEDIRI;Jl. M.H. Thamrin No. 1;Kemasan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83867;20534392;SMA PAWYATAN DAHA KEDIRI;JL. Balowerti Gg.II No.37-A Kota Kediri;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83868;60726287;SMK KESEHATAN BHAKTI INDONESIA MEDIKA;Jl. A. Yani No.12 Kota Kediri;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83869;69770635;TK AL-AZHAR;PERINTIS KEMERDEKAAN NO. 145;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83870;69856949;KB BINTANG CEMERLANG GS KEL. KEMASAN;PANGLIMA POLIM NO. 08;Kemasan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83871;K5668835;LKP HEXXA ACADEMY;JL. BANJARAN I NO. 70/134;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83872;20534439;SD NEGERI BALOWERTI 1;Jl. Balowerti Gg. I No. 2;Balowerti;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83873;20534373;SMP NEGERI 1 KEDIRI;Jl. Diponegoro 26;Balowerti;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83874;20534307;SMAS BRAWIJAYA KEDIRI;JL. AHMAD YANI 8;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83875;20534403;SMK NEGERI 3 KOTA KEDIRI;JL. HASANUDIN 10 KEDIRI;Dandangan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83876;69770662;TK AL-HUDA;MASJID AL-HUDA NO. 196;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83877;69770513;KB CAHAYA HATI;BETET BAWANG NO. 44;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2019;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83878;K5663503;LKP Koreana;Perum Bumi Asri Blok F26;Kaliombo;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83879;20534438;SD NEGERI BALOWERTI 2;Jl. Balowerti Gg. V No. 15;Balowerti;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83880;20534372;SMP NEGERI 2 KEDIRI;Jl.Padang Padi No.18 Kaliombo;Kaliombo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83881;20534409;SMAS KRISTEN PETRA KEDIRI;JL. MEDANG KAMULAN 48;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMA;;;;-7.14524200888;112.52792195900;-;-;-
83882;20534407;SMK PAWYATAN DAHA 1 KEDIRI;Jl. Slamet Riyadi No. 66 Kota Kediri;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
